name,url,specialties
Jaan,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/jaan,
Labyrinth,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/labyrinth,
Cut,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/cut,
Alma,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/alma,
Béni,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/beni,
Crystal Jade Golden Palace,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/crystal-jade-golden-palace,
Imperial Treasure Fine Teochew Cuisine (Orchard),https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/imperial-treasure-fine-teochew-cuisine-orchard,
Saint Pierre,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/saint-pierre,
Sushi Ichi,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/sushi-ichi,
Sushi Kimura,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/sushi-kimura,
Iggy's,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/iggy-s,
Braci,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/braci,
Jiang-Nan Chun,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/jiang-nan-chun,
Bacchanalia,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/bacchanalia,
Shinji (Tanglin Road),https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/shinji-tanglin-road,
Corner House,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/corner-house,
Summer Palace,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/summer-palace501658,
Cheek by Jowl,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/cheek-by-jowl,
Nouri,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/nouri,
Liao Fan Hong Kong Soya Sauce Chicken Rice & Noodle,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/liao-fan-hong-kong-soya-sauce-chicken-rice-noodle,
Burnt Ends,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/burnt-ends,
Rhubarb,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/rhubarb,
Meta,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/meta,
Ma Cuisine,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/ma-cuisine,
Candlenut,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/candlenut,
Bhoga,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/bhoga,"['Scallop with gooseberries, marigold and smoked butter', 'Duck with pointed cabbage, chanterelles and lemon verbena', 'Roasted strawberry ice-cream with beach roses and redcurrants']"
Koka,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/koka,"['Langoustine with courgettes and hazelnuts', 'Hake with mushrooms, chive and miso', 'Raspberries, marigold and corn']"
28+,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/28,"['Foie gras au torchon with apple sorbet, compressed apple and rosemary', 'Turbot with mushroom, salt baked celeriac and kale', 'Honey ice cream with warm blueberries in rum']"
SK Mat & Människor,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/sk-mat-manniskor,"['Burnt raw shrimp tart, smoked tomato and dill', 'Reindeer, endive and brown butter jus', 'Whipped white chocolate crème, almond milk sorbet']"
Thörnströms Kök,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/thornstroms-kok,
Upper House,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/upper-house,
Agrikultur,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/agrikultur,"['King crab, chestnut crème, pickled turnip, nutmeg, buttered onion bouillon', 'Fallow deer with wild mushrooms and whey', 'Rosehip soup, chaga ice cream, wood-oven-baked almond cake']"
Sushi Sho,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/sushi-sho,"['Soy-cured egg yolk with dry roasted rice, okra and tuna', 'Pressed Swedish mackerel sushi with shiro kombu', 'Dashi simmered daikon with mustard miso']"
Volt,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/volt,
Ekstedt,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/ekstedt,"['Langoustine with caviar and kohlrabi', 'Venison with celeriac and marigold', 'Cep soufflé with woodruff and cherries']"
Operakällaren,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/operakallaren,"['Mackerel with horseradish, tomato and cucumber', 'Venison fillet with cabbage and blackcurrant', 'Cloudberry soufflé']"
Mathias Dahlgren-Matbaren,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/mathias-dahlgren-matbaren,
Aloë,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/aloe,"['Swedish squid with Vietnamese aromatics', 'Ocean perch with green sauce', 'Jerusalem artichoke, pears and miso']"
PM & Vänner,https://guide.michelin.com/se/en/kronoberg/vaxjo/restaurant/pm-vanner,"[""'Heart from the king of the forest'"", 'Pike-perch from Lake Örken with herbs and flowers', ""'Drifter's skewer'""]"
Bloom in the Park,https://guide.michelin.com/se/en/skane/malmo/restaurant/bloom-in-the-park,
SAV,https://guide.michelin.com/se/en/skane/malmo/restaurant/sav,
Golden Formosa,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/golden-formosa,
Danny's Steakhouse,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/danny-s-steakhouse,
L'Atelier de Joël Robuchon,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/l-atelier-de-joel-robuchon550759,
Kitcho,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/kitcho,
Tien Hsiang Lo,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/tien-hsiang-lo,
Ya Ge,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/ya-ge,
Da-Wan,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/da-wan,
Sushi Nomura,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/sushi-nomura,
logy,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/logy,
Ming Fu,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/ming-fu,
Ken An Ho,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/ken-an-ho,
Sushi Ryu,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/sushi-ryu,
MUME,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/mume,
Impromptu by Paul Lee,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/impromptu-by-paul-lee,
Longtail,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/longtail,
Mountain and Sea House,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/mountain-and-sea-house,
Da San Yuan,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/da-san-yuan,
Tainan Tan Tsu Mien Seafood,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/tainan-tan-tsu-mien-seafood,
Suan Thip,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/suan-thip,
Upstairs at Mikkeller,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/upstairs-at-mikkeller,
Chim by Siam Wisdom,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/chim-by-siam-wisdom,
R-Haan,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/r-haan,
Canvas,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/canvas566292,
Bo.lan,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/bo-lan,
Sra Bua by Kiin Kiin,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/sra-bua-by-kiin-kiin,
Elements,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/elements,
Paste,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/paste,
Ginza Sushi ichi,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/ginza-sushi-ichi,
Sorn,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/sorn,
Savelberg,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/savelberg,
Saneh Jaan,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/saneh-jaan,
Gaa,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/gaa,
Methavalai Sorndaeng,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/methavalai-sorndaeng,
Jay Fai,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/jay-fai,
Nahm,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/nahm,
J'AIME by Jean-Michel Lorain,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/j-aime-by-jean-michel-lorain,
Saawaan,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/saawaan,
Le Du,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/le-du,
Ruean Panya,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/ruean-panya,
PRU,https://guide.michelin.com/th/en/phuket-region/phuket/restaurant/pru,
Blue Duck Tavern,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/blue-duck-tavern,
Tail Up Goat,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/tail-up-goat,"['Subtly smokey and sweet BBQ Carrots', 'Lamb ribs with a date-molasses jus', 'Oat almond cake']"
Komi,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/komi,"['Brioche with trout roe', 'Celery root ravioli', 'Strawberry and chocolate tart']"
Sushi Taro,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/sushi-taro,"['Whole poached shrimp, soy simmered firefly squid, and a sea snail all atop a spread of thick, richly flavored tofu', 'Soft shell crab in a pitch black cloak of batter tinged with squid ink with green tea salt', 'Mochi ice cream and fresh fruit']"
Plume,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/plume,"['Kohlrabi with chervil pesto and ramp cream', 'Venison', 'Chocolate palet']"
Siren by RW,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/siren-by-rw,
Bresca,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/bresca,"['Broccoli pierogi, smoked cipollini, goat gouda,potato, and onion soubise', 'Surf and turf with lobster, squab and sauce Américaine', 'Foie gras cake pop with hazelnut, chocolate, amaretto and gold']"
The Dabney,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/the-dabney,"['Braised salsify topped with green apple rectangles and tarragon leaves dotted with fried oysters with a whey sauce', 'Chicken and Dumplings', 'Benne seed ice cream sundae']"
Métier,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/metier,"['Bigeye tuna and potato nigiri', 'Grilled ribeye of Japanese Kuroge beef', 'Mango-saffron bavarois']"
Kinship,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/kinship,"['Softshell crab Louie with egg dressing and spiced tomato broth', 'Roast chicken with lemon-garlic panade', 'Warm chocolate souffle cake with buckwheat-miso ice cream']"
Fiola,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/fiola,"['Porcini flan studded with foie gras and porcini cappuccino', 'Medallions of lamb wrapped in a thin layer of fat and roasted, accompanied by morels and broccolini', 'Zuppa inglese']"
Masseria,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/masseria,"['Potato ravioli with chicken liver, cipollini, sage and brown butter', 'Bobwhite quail, with Australian winter black truffle, massa frizza, brandy, and gooseberry', 'Torta al cioccolato with tiramisu gelato']"
Rose's Luxury,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/rose-s-luxury,"['Lychee, pork, peanut and habanero salad', ""Hand shaped farfalle with 'nduja and pecorino"", 'Fernet and cola Tiramisu']"
Loch Bay,https://guide.michelin.com/gb/en/highland/waternish/restaurant/loch-bay,"['Prawn bisque with crab and Mull cheddar toastie', 'Bourride of hake, scallop and razor clam', 'Bramble and toffee apple tart with Calvados cream']"
Braidwoods,https://guide.michelin.com/gb/en/north-ayrshire/dalry/restaurant/braidwoods,
Eipic,https://guide.michelin.com/gb/en/belfast/belfast/restaurant/eipic,"['Brown butter, mushroom, truffle and bacon tartlet', 'Baronscourt Estate venison with pumpkin and spice', 'Blackberry, vanilla and yoghurt soufflé']"
OX,https://guide.michelin.com/gb/en/belfast/belfast/restaurant/ox399109,"['Smoked Ballywalter veal with shiso, carrot, mustard and walnut', 'Wild Wicklow venison, fig, Earl Grey and cauliflower stem', 'White chocolate, cherry, oats and tagete flowers']"
The Peat Inn,https://guide.michelin.com/gb/en/fife/peat-inn/restaurant/the-peat-inn,"['Scallop tartare, oyster and caviar dressing', 'Cairngorm roe deer with venison haggis, smoked onion and yoghurt purée', 'Chocolate délice, coffee mousse and whisky ice cream']"
Kitchin,https://guide.michelin.com/gb/en/city-of-edinburgh/leith/restaurant/kitchin,"['Veal sweetbreads with pearl barley risotto, girolles and truffle', 'Turbot cooked on the bone with squid ink sauce', 'Pumpkin tiramisu with mixed spice ice cream']"
Martin Wishart,https://guide.michelin.com/gb/en/city-of-edinburgh/leith/restaurant/martin-wishart,"['Ceviche of Gigha halibut with mango and passion fruit', 'Loin of roe deer with black pudding cromesquis, beetroot and long pepper sauce', 'Chocolate crémeux with yoghurt mousse and raspberry sorbet']"
Number One,https://guide.michelin.com/gb/en/city-of-edinburgh/edinburgh/restaurant/number-one,"['Mackerel with cucumber and ginger', 'Grouse with Lorne sausage, blueberries and ceps', 'Buttermilk with caramel and sea buckthorn']"
21212,https://guide.michelin.com/gb/en/city-of-edinburgh/edinburgh/restaurant/21212,
The Cellar,https://guide.michelin.com/gb/en/fife/anstruther/restaurant/the-cellar,"['Ox tongue with parmesan, onion oil and truffle', 'Venison loin and haggis with squash purée and fermented bilberry sauce', 'Crowdie and tonka bean cheesecake mousse']"
Forest Side,https://guide.michelin.com/gb/en/cumbria/grasmere/restaurant/forest-side,"['Lobster, kohlrabi, spruce and nasturtium', 'Salt-aged duck, leeks, onions and ham', 'Fig, pistachio and yoghurt']"
HRiSHi,https://guide.michelin.com/gb/en/cumbria/bowness-on-windermere/restaurant/hrishi,"['Scallop ceviche with orange dressing, toasted hazelnuts and caviar', 'Roast loin of venison, spiced dumpling, beetroot tarte Tatin and sloe gin sauce', 'Banana soufflé with cardamom anglaise and vanilla ice cream']"
Rogan & Co,https://guide.michelin.com/gb/en/cumbria/cartmel/restaurant/rogan-co,"['Terrine of our farm pork with caper jam and pork fat', 'Aged short rib of beef, creamed potato and bone marrow', 'Dark chocolate fondant, mandarin and sea salt']"
House of Tides,https://guide.michelin.com/gb/en/tyne-and-wear/newcastle-upon-tyne/restaurant/house-of-tides,"['Roast monkfish with caviar, sea purslane and parsley', 'Salt-aged lamb with turnips, spinach and lemon verbena', 'Coconut parfait, white chocolate mousse, mango and passion fruit']"
Sosban & The Old Butchers,https://guide.michelin.com/gb/en/isle-of-anglesey/menai-bridge-porthaethwy/restaurant/sosban-the-old-butchers,"['Cod crackling with banana, sea blight and peanut', 'Salt marsh lamb, lettuce, shrimp and sheep’s yoghurt', 'Celeriac, buttermilk, apple and sorrel']"
Northcote,https://guide.michelin.com/gb/en/lancashire/langho/restaurant/northcote,"[""Chilled Isle of Wight tomatoes, 'Pan-con tomate', basil"", 'Yorkshire chicken, curried pearls, pomegranate, almond and coriander', 'Chocolate, hazelnut and lime']"
Yorke Arms,https://guide.michelin.com/gb/en/north-yorkshire/pateley-bridge/restaurant/yorke-arms,
Fraiche,https://guide.michelin.com/gb/en/merseyside/birkenhead/restaurant/fraiche,"['7-year aged rice with beetroot and teriyaki eel', 'Squab with turnip and cocoa spiced crust', 'Brown butter ice cream with roast apple, rosemary and blackcurrant leaf oil']"
White Swan,https://guide.michelin.com/gb/en/lancashire/fence/restaurant/white-swan,"['Native lobster, tomatoes, confit fennel, Espelette pepper and garden herbs', 'Suckling pig with cauliflower cream, girolles, gooseberries and smoked bacon', 'Chocolate soufflé with banana ripple ice cream, tonka bean and peanut']"
Tyddyn Llan,https://guide.michelin.com/gb/en/denbighshire/llandrillo/restaurant/tyddyn-llan,
Ynyshir,https://guide.michelin.com/gb/en/ceredigion/machynlleth/restaurant/ynyshir,"['Raw lobster and nahm jim', 'Welsh Wagyu rib with shiitake and seaweed', 'Tiramisu']"
Black Swan,https://guide.michelin.com/gb/en/north-yorkshire/oldstead/restaurant/black-swan,"['Brill with razor clams and fermented turnip', 'Mallard with crapaudine beetroot', 'Damson brandy treacle tart']"
Simon Radley at Chester Grosvenor,https://guide.michelin.com/gb/en/cheshire-west-and-chester/chester/restaurant/simon-radley-at-chester-grosvenor,"['Diver scallop, stuffed pig’s foot, hocks, chicory, mustard and blonde beer', 'Merrifield duck, ragout, lentil and honeycomb', 'Bramble milk pudding with textures of rice, pickled blackberry and lemon verbena']"
Star Inn at Harome,https://guide.michelin.com/gb/en/north-yorkshire/harome/restaurant/star-inn-at-harome,"['Black pudding and foie gras with Pickering watercress, apple & vanilla chutney and scrumpy reduction', 'Roast turbot with dressed Whitby crab, clams, caviar, champagne and oyster velouté', 'Damson frangipane with bramble ripple ice cream and aged Armagnac custard']"
The Man Behind The Curtain,https://guide.michelin.com/gb/en/kent/leeds/restaurant/the-man-behind-the-curtain,"['Dali to Delhi', ""'Emancipation'"", 'Passion fruit and praline']"
The Checkers,https://guide.michelin.com/gb/en/powys/montgomery-trefaldwyn/restaurant/the-checkers,
Pipe and Glass,https://guide.michelin.com/gb/en/east-riding-of-yorkshire/south-dalton/restaurant/pipe-and-glass,"['Crispy cider braised rabbit rissole with warm cockle and ham hock tartare sauce', ""Yorkshire duck '3 ways', celeriac, parkin crumb and pickled brambles"", 'Ginger burnt cream with poached rhubarb and East Yorkshire sugar cakes']"
Fischer's at Baslow Hall,https://guide.michelin.com/gb/en/derbyshire/baslow/restaurant/fischer-s-at-baslow-hall,
Winteringham Fields,https://guide.michelin.com/gb/en/north-lincolnshire/winteringham/restaurant/winteringham-fields,"['Yorkshire Wagyu, pomme purée and shallot crumb', 'Loin and braised belly of Texel lamb with broccoli and yoghurt', 'Brown sugar tart with banana, malt ice cream and rum']"
Thomas Carr @ The Olive Room,https://guide.michelin.com/gb/en/devon/ilfracombe/restaurant/thomas-carr-the-olive-room,
Walnut Tree,https://guide.michelin.com/gb/en/monmouthshire/llanddewi-skirrid/restaurant/walnut-tree,"['Scallops with lentil and coriander sauce', 'Turbot with Janssons temptation, shrimps and dill', 'Somloi - Hungarian trifle with walnuts, apricots and rum']"
Paul Ainsworth at No.6,https://guide.michelin.com/gb/en/cornwall/padstow/restaurant/paul-ainsworth-at-no-6,"['Cod, seaweed quaver and vin jaune beurre blanc', 'Sladesdown farm duck, umeboschi and steamed dumpling', ""'A fairground tale'""]"
Simpsons,https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/simpsons,"['Native lobster with Evesham tomato salad, lovage and tomato tea', 'Squab pigeon with seeds and grains, burnt butter cabbage, damson purée', 'Banana soufflé with salted caramel sauce and banana sorbet']"
Purnell's,https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/purnell-s,"['‘Faux’ black Canary potatoes, chorizo mayonnaise and edible charcoal', 'Looe red mullet with Jerusalem artichoke, crispy chicken wing and brown chicken sauce', 'Caramelised pressed Gala apple terrine, green apple sorbet, vanilla cream and apple blossom']"
Adam's,https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/adam-s,"['Blackened monkfish with turnip, apple, lemon verbena and dashi broth', 'Loin of rabbit, sweetcorn porridge, truffle and tarragon', 'Black Provence fig, pistachio and chocolate']"
Outlaw's Fish Kitchen,https://guide.michelin.com/gb/en/cornwall/port-isaac/restaurant/outlaw-s-fish-kitchen,"['Cured monkfish with ginger and spring onion dressing', 'Whole John Dory, garlic and lemon', 'Baked cheesecake with poached rhubarb']"
Carters of Moseley,https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/carters-of-moseley,"['Razor clams, Old Winchester, pepper dulse', 'Cornish duck, BBQ', 'PS chocolate, regia walnuts, Cotswold sherry']"
Peel's,https://guide.michelin.com/gb/en/west-midlands/hampton-in-arden/restaurant/peel-s,"['Lobster, carrots, ginger', 'Wild duck, sausage, brown sauce, mushroom and tarragon', 'Chocolate, sherry and vanilla']"
John's House,https://guide.michelin.com/gb/en/leicestershire/mountsorrel/restaurant/john-s-house,"['Tom’s potato, chilli, truffle and cheddar', 'Lightly salted fillet of cod with brawn, aubergine, passion fruit and curry', 'Carrot sorbet with yoghurt, liquorice and mint']"
The Whitebrook,https://guide.michelin.com/gb/en/monmouthshire/whitebrook/restaurant/the-whitebrook,"['Parsnip with salted plum, truffle and wilted greens', 'Middle White suckling pig with pear, celeriac and sorrel', 'Woodruff mousse with hazelnut, nettle, blackberries and quince kombucha']"
James Sommerin,https://guide.michelin.com/gb/en/the-vale-of-glamorgan/penarth/restaurant/james-sommerin,
Driftwood,https://guide.michelin.com/gb/en/cornwall/portscatho/restaurant/driftwood,
The Cross at Kenilworth,https://guide.michelin.com/gb/en/warwickshire/kenilworth/restaurant/the-cross-at-kenilworth,"['Crispy duck egg with white beans, chorizo, tomato butter and parsley', 'Loin of Cornish lamb with grilled onion, alliums, lamb jus, capers and herbs', 'Dark chocolate soufflé, chocolate sauce and Chantilly cream']"
Masons Arms,https://guide.michelin.com/gb/en/devon/knowstone/restaurant/masons-arms,"['Roast quail with salted caramel shallot tarte Tatin and hazelnuts', 'Fillet of halibut with potato crust, bouillabaisse style sauce and anchovy aioli', 'Trio of raspberry desserts']"
Salt,https://guide.michelin.com/gb/en/warwickshire/stratford-upon-avon/restaurant/salt522869,"['Carrot cooked in chicken fat with pickled carrot and chicken skin', 'Wagyu beef rump with black garlic emulsion, artichoke and pickled shimeji mushrooms', 'Chocolate and parsnip custard with miso ice cream and passion fruit']"
Le Champignon Sauvage,https://guide.michelin.com/gb/en/gloucestershire/cheltenham/restaurant/le-champignon-sauvage,"['Cannelloni of lobster and salted lemon with swede purée, pear, lobster juices', 'Loin and braised breast of Shurdington lamb with Jerusalem artichoke', 'Bitter chocolate and pistachio délice with pistachio ice cream']"
Gidleigh Park,https://guide.michelin.com/gb/en/devon/chagford/restaurant/gidleigh-park,
Hambleton Hall,https://guide.michelin.com/gb/en/rutland/upper-hambleton/restaurant/hambleton-hall,"['Terrine of root vegetables with autumn truffle and Jerusalem artichoke ice cream', 'Loin and sweetbreads of Launde lamb with feta and confit tomatoes', 'Tartlet of fig and walnut with fig leaf ice cream']"
wilks,https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/wilks,
Bulrush,https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/bulrush,"['Crab, black lime and cucumber', 'Lamb, onion, Ratte potato and sweetbread', 'Truffle and croissant mousse']"
Casamia,https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/casamia,"['Tempura potato', 'Langoustine, plum', 'Rum & raisin']"
Paco Tapas,https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/paco-tapas,"['Tortilla Española', 'Stuffed quail', 'Crema Catalana']"
Pony & Trap,https://guide.michelin.com/gb/en/bath-and-north-east-somerset/chew-magna/restaurant/pony-trap,
The Dining Room,https://guide.michelin.com/gb/en/wiltshire/malmesbury/restaurant/the-dining-room193454,"[""'Risotto', chorizo, scallop"", 'Beef from the manor with kimchi and nashi pear', 'Chocolate, buttermilk and chamomile']"
Bybrook,https://guide.michelin.com/gb/en/wiltshire/castle-combe/restaurant/bybrook,"['Isle of Orkney scallop with celeriac, smoked eel and apple', 'Wiltshire lamb, violet artichoke, black garlic, girolles, turnip and jus gras', 'Oakchurch raspberries, set Jersey cream and nougatine']"
Restaurant Hywel Jones by Lucknam Park,https://guide.michelin.com/gb/en/wiltshire/colerne/restaurant/restaurant-hywel-jones-by-lucknam-park,"['Scottish diver scallop with glazed and smoked eel, Bramley apple and horseradish', 'Wiltshire lamb, heritage carrot, cumin, granola and yoghurt', 'Tahitian vanilla crème brûlée, elderflower and gooseberry']"
Olive Tree,https://guide.michelin.com/gb/en/bath-and-north-east-somerset/bath/restaurant/olive-tree,"['Raw Orkney scallop, horseradish, pink grapefruit and dill', 'Rhug Estate fallow deer with celeriac, pickled elderberries, bitter chocolate and cabbage', 'Tulakalum chocolate with yoghurt sorbet, perilla and olive oil']"
Lympstone Manor,https://guide.michelin.com/gb/en/devon/lympstone/restaurant/lympstone-manor,"['Millefeuille of tuna and scallop with beetroot, honey, soy and caviar', 'Loin of venison with fig purée, glazed salsify, chestnuts and jasmine sauce', 'Green apple']"
The Neptune,https://guide.michelin.com/gb/en/norfolk/hunstanton/restaurant/the-neptune,"['Norfolk quail with cucumber, puffed rice, carrot and ginger purée', 'Wild sea bass with sweetcorn and Brancaster mussels', 'Toasted rice panna cotta with figs, honey madeleines and almond yoghurt']"
Elephant,https://guide.michelin.com/gb/en/torbay/torquay/restaurant/elephant,"['Roast Devon scallop with barbecued Ibérico pork, sweet pea sauce and lovage oil', 'Torbay plaice with asparagus, Granny Smith apple and Brixham mussel cream', 'Salted caramel chocolate mousse with brown butter ice cream and cookie crumb']"
Oxford Kitchen,https://guide.michelin.com/gb/en/oxfordshire/oxford/restaurant/oxford-kitchen,
Nut Tree,https://guide.michelin.com/gb/en/oxfordshire/murcott/restaurant/nut-tree,"['Twice-baked Old Winchester cheese soufflé with mustard and truffle', 'Fillet of beef with braised brisket, mushroom pie and pomme purée', 'Chocolate délice with salted caramel and pistachio ice cream']"
Morston Hall,https://guide.michelin.com/gb/en/norfolk/morston/restaurant/morston-hall,"[""Spelt risotto, ewe's curd and peas"", ""Richard Vaughan's Middle White suckling pig"", 'Bungay raw milk cream, blackcurrant']"
Red Lion Freehouse,https://guide.michelin.com/gb/en/wiltshire/east-chisenbury/restaurant/red-lion-freehouse,
Blackbird,https://guide.michelin.com/gb/en/west-berkshire/newbury/restaurant/blackbird552018,
Woodspeen,https://guide.michelin.com/gb/en/west-berkshire/newbury/restaurant/woodspeen,"['Cornish crab risotto, pickled fennel, lemon emulsion and samphire', 'Roast brill on the bone to share with cauliflower purée, hazelnut, caper and shallot dressing, white wine sauce', 'Plum and almond cake, nut brittle, crème fraiche ice cream, Woodspeen olive oil and blueberries']"
The Coach,https://guide.michelin.com/gb/en/buckinghamshire/marlow/restaurant/the-coach,"['Whole stuffed rotisserie quail with wild mushrooms and bacon', 'Chicken Kiev with parsnip and pine nut rarebit', 'Profiteroles with soured vanilla cream and chocolate sauce']"
Crown,https://guide.michelin.com/gb/en/windsor-and-maidenhead/burchett-s-green/restaurant/crown442549,"[""'Memory of Cairo'"", ""Highland beef steamed on string with 'a rather nice sauce'"", 'Bitter brittle chocolate with walnut blancmange and violet']"
L'Ortolan,https://guide.michelin.com/gb/en/wokingham/shinfield/restaurant/l-ortolan,"['Cep tortellini, juniper, Tunworth', 'John Dory, snails, parsley', 'Summer pudding, brioche, summer fruits, lemon balm']"
Hinds Head,https://guide.michelin.com/gb/en/buckinghamshire/bray/restaurant/hinds-head,"['Earl Grey tea smoked salmon', 'Oxtail and kidney pudding', 'Quaking pudding']"
Black Rat,https://guide.michelin.com/gb/en/hampshire/winchester/restaurant/black-rat,
Matt Worswick at The Latymer,https://guide.michelin.com/gb/en/surrey/bagshot/restaurant/matt-worswick-at-the-latymer,
Coworth Park,https://guide.michelin.com/gb/en/windsor-and-maidenhead/ascot/restaurant/coworth-park,"['Caviar tart with Cornish crab, yuzu and cucumber', 'Kentish lamb with baby gem, goat’s cheese and mint', 'Coworth signature chocolate, Blue Mountain coffee and salted caramel']"
